Client ID,Age,Gender,Income Group,Average_CA_transaction_amount,No_of_products_held,Held Loan previously,Num Transactions,Loan Flag
5291,23,0,100000+,0,1,0,40.0,0
5292,59,0,10001-40000,214,3,1,0.0,0
5293,27,0,10001-40000,729,3,0,40.0,0
5294,69,1,60001-100000,0,1,1,0.0,0
5295,20,1,10001-40000,0,3,0,15.0,0
5296,64,0,0-10000,81,5,0,37.0,0
5297,41,0,10001-40000,27,1,0,1.0,0
5298,23,1,10001-40000,408,5,0,0.0,0
5299,42,1,100000+,1539,1,0,0.0,0
5300,68,0,60001-100000,0,5,0,33.0,0
5301,67,1,10001-40000,0,4,0,46.0,0
5302,39,1,60001-100000,2027,4,0,27.0,0
5303,63,1,10001-40000,0,4,0,0.0,0
5304,46,1,40001-60000,1241,4,0,2.0,0
5305,29,1,10001-40000,0,5,0,47.0,0
5306,51,1,10001-40000,0,1,0,13.0,0
5307,20,0,100000+,30,5,0,2.0,0
5308,68,1,10001-40000,229,1,1,32.0,0
5309,55,0,40001-60000,0,3,0,0.0,0
5310,59,0,10001-40000,0,4,0,0.0,0
5311,36,1,10001-40000,0,1,0,32.0,0
5312,47,0,10001-40000,962,1,1,19.0,0
5313,46,1,10001-40000,59,3,0,0.0,0
5314,52,1,40001-60000,2440,4,0,0.0,0
5315,50,1,10001-40000,0,4,0,0.0,0
5316,52,0,60001-100000,0,1,0,0.0,0
5317,39,0,10001-40000,1916,1,0,0.0,0
5318,68,1,100000+,0,4,0,63.0,0
5319,22,0,60001-100000,24,5,0,0.0,0
5320,68,0,10001-40000,53,1,1,0.0,0
5321,45,1,10001-40000,0,4,0,1.0,0
5322,69,0,10001-40000,1077,4,1,1.0,0
5323,48,0,100000+,0,3,1,0.0,0
5324,25,1,10001-40000,1081,5,0,34.0,0
5325,24,1,60001-100000,0,2,0,30.0,0
5326,56,0,40001-60000,74,5,0,14.0,0
5327,23,0,10001-40000,1234,1,1,0.0,0
5328,21,1,10001-40000,933,1,0,55.0,0
5329,28,1,10001-40000,46,1,0,6.0,0
5330,52,0,10001-40000,2430,5,1,61.0,1
5331,20,0,10001-40000,50,4,0,10.0,0
5332,25,0,60001-100000,1334,5,0,15.0,0
5333,45,0,0-10000,2185,1,0,0.0,0
5334,62,0,100000+,0,3,0,0.0,0
5335,64,0,10001-40000,2623,4,0,26.0,0
5336,40,0,10001-40000,23,5,0,2.0,0
5337,35,0,10001-40000,812,5,0,0.0,0
5338,41,0,60001-100000,1135,4,0,22.0,0
5339,51,0,10001-40000,0,1,0,50.0,0
5340,41,1,100000+,0,5,0,0.0,0
5341,55,0,10001-40000,1219,4,0,27.0,0
5342,21,0,100000+,0,1,0,0.0,0
5343,21,0,10001-40000,580,3,0,2.0,0
5344,21,1,60001-100000,31,5,1,0.0,0
5345,31,1,40001-60000,0,1,0,23.0,0
5346,20,1,40001-60000,156,1,0,25.0,0
5347,33,1,10001-40000,1427,3,0,33.0,0
5348,32,1,40001-60000,255,3,1,39.0,0
5349,34,1,100000+,315,4,0,19.0,0
5350,21,1,10001-40000,220,2,1,33.0,0
5351,20,0,10001-40000,2704,4,0,0.0,0
5352,55,1,40001-60000,1063,5,0,36.0,0
5353,42,1,10001-40000,1678,1,0,0.0,0
5354,32,0,100000+,1101,5,0,0.0,0
5355,69,1,10001-40000,0,5,0,20.0,0
5356,38,0,100000+,0,5,0,84.0,0
5357,20,0,60001-100000,0,1,0,17.0,0
5358,24,1,10001-40000,0,4,0,72.0,0
5359,28,0,10001-40000,413,2,1,5.0,0
5360,28,1,10001-40000,0,1,0,0.0,0
5361,65,1,100000+,369,5,0,73.0,0
5362,60,0,10001-40000,1517,1,1,19.0,0
5363,63,0,100000+,0,1,0,15.0,0
5364,39,0,10001-40000,0,1,1,19.0,0
5365,62,0,100000+,6,2,0,0.0,0
5366,21,1,10001-40000,12,5,0,1.0,0
5367,40,1,10001-40000,1798,3,1,0.0,0
5368,36,0,60001-100000,1501,1,0,4.0,0
5369,22,1,10001-40000,26,2,0,37.0,0
5370,57,0,60001-100000,0,3,0,18.0,0
5371,50,0,60001-100000,2311,1,0,22.0,0
5372,51,1,10001-40000,0,2,0,8.0,0
5373,62,0,10001-40000,172,3,0,0.0,0
5374,32,1,10001-40000,428,4,0,33.0,0
5375,20,1,10001-40000,156,5,1,0.0,0
5376,55,0,10001-40000,0,4,0,38.0,0
5377,31,1,100000+,799,2,0,9.0,0
5378,29,1,60001-100000,0,4,1,4.0,0
5379,53,1,10001-40000,0,4,0,0.0,0
5380,61,1,40001-60000,0,4,0,30.0,0
5381,34,0,10001-40000,0,5,0,19.0,0
5382,58,1,10001-40000,0,1,0,19.0,0
5383,34,0,10001-40000,0,5,1,2.0,0
5384,46,0,100000+,0,2,1,31.0,0
5385,39,1,60001-100000,2999,1,1,13.0,0
5386,45,0,10001-40000,0,3,0,11.0,0
5387,64,0,10001-40000,41,2,1,23.0,0
5388,40,1,10001-40000,1953,1,1,0.0,0
5389,31,0,10001-40000,1278,5,1,17.0,0
5390,37,1,10001-40000,0,3,1,40.0,0
5391,35,1,10001-40000,0,4,0,81.0,0
5392,44,1,10001-40000,1,4,0,0.0,0
5393,63,0,10001-40000,0,3,1,0.0,0
5394,52,1,100000+,9,4,1,1.0,0
5395,36,1,60001-100000,0,3,0,37.0,0
5396,59,1,40001-60000,2804,3,0,19.0,0
5397,45,1,40001-60000,340,5,0,19.0,0
5398,59,1,60001-100000,0,5,1,38.0,0
5399,69,1,40001-60000,364,1,1,0.0,0
5400,68,0,10001-40000,0,3,0,38.0,0
5401,24,0,10001-40000,0,2,0,0.0,0
5402,39,1,10001-40000,70,3,0,25.0,0
5403,63,1,100000+,381,4,0,9.0,0
5404,55,0,10001-40000,31,5,0,37.0,0
5405,60,0,10001-40000,156,2,0,27.0,0
5406,52,1,10001-40000,40,3,0,17.0,0
5407,57,1,60001-100000,0,2,0,22.0,0
5408,20,0,10001-40000,0,2,0,25.0,0
5409,61,0,10001-40000,1752,4,0,52.0,0
5410,46,0,10001-40000,0,3,0,25.0,0
5411,60,1,10001-40000,46,2,0,40.0,0
5412,63,1,10001-40000,1939,4,0,14.0,0
5413,67,0,10001-40000,2989,4,0,34.0,0
5414,28,0,60001-100000,3,1,1,0.0,0
5415,23,1,10001-40000,28,2,0,0.0,0
5416,20,1,10001-40000,0,3,1,13.0,0
5417,50,1,0-10000,0,3,0,0.0,0
5418,38,1,10001-40000,587,5,0,0.0,0
5419,53,1,100000+,33,2,0,0.0,0
5420,56,1,10001-40000,0,2,1,0.0,0
5421,28,1,100000+,54,1,1,67.0,0
5422,49,0,60001-100000,1501,2,0,27.0,0
5423,32,0,40001-60000,0,1,0,0.0,0
5424,29,0,60001-100000,24,3,0,21.0,0
5425,31,1,10001-40000,0,1,0,1.0,0
5426,40,0,40001-60000,196,5,0,75.0,0
5427,61,1,10001-40000,178,2,0,0.0,0
5428,65,0,100000+,0,1,0,4.0,0
5429,51,1,10001-40000,139,2,1,69.0,0
5430,22,1,10001-40000,0,3,0,28.0,0
5431,63,0,10001-40000,59,5,0,78.0,0
5432,68,1,100000+,0,3,0,90.0,0
5433,40,0,100000+,0,1,1,22.0,0
5434,70,1,10001-40000,0,3,1,59.0,0
5435,47,0,10001-40000,0,1,0,57.0,0
5436,23,0,10001-40000,1169,3,0,1.0,0
5437,62,1,40001-60000,0,3,0,0.0,0
5438,66,1,10001-40000,110,1,0,36.0,0
5439,59,1,100000+,0,3,1,0.0,0
5440,21,0,10001-40000,206,2,1,32.0,0
5441,64,0,10001-40000,0,2,0,1.0,0
5442,69,0,60001-100000,1018,2,0,0.0,0
5443,62,0,60001-100000,0,4,1,25.0,0
5444,57,0,10001-40000,82,1,0,9.0,0
5445,20,0,60001-100000,885,2,0,10.0,0
5446,22,1,10001-40000,145,2,0,35.0,0
5447,32,1,60001-100000,0,5,1,13.0,0
5448,55,1,40001-60000,0,3,0,98.0,0
5449,32,1,60001-100000,0,4,1,0.0,0
5450,29,0,60001-100000,363,4,0,34.0,0
5451,44,0,10001-40000,1033,3,0,26.0,0
5452,68,1,40001-60000,0,3,0,0.0,0
5453,36,1,10001-40000,0,5,0,0.0,0
5454,63,1,10001-40000,92,4,1,56.0,0
5455,27,0,10001-40000,0,3,1,10.0,0
5456,36,0,100000+,0,2,0,87.0,0
5457,35,1,100000+,0,5,0,18.0,0
5458,60,1,60001-100000,90,2,0,1.0,0
5459,25,1,100000+,2064,4,0,100.0,1
5460,62,1,10001-40000,9,4,1,29.0,0
5461,33,0,40001-60000,18,5,0,11.0,0
5462,62,0,10001-40000,0,5,0,9.0,0
5463,57,0,10001-40000,297,5,1,30.0,0
5464,23,1,10001-40000,1322,2,0,0.0,0
5465,65,1,10001-40000,324,4,1,25.0,0
5466,57,0,10001-40000,214,4,0,6.0,0
5467,64,1,60001-100000,1507,4,0,0.0,0
5468,32,1,10001-40000,0,4,0,0.0,0
5469,24,0,40001-60000,1746,3,0,0.0,0
5470,26,0,10001-40000,0,4,0,8.0,0
5471,67,1,10001-40000,0,3,0,28.0,0
5472,43,0,10001-40000,0,1,0,0.0,0
5473,49,1,10001-40000,87,2,0,0.0,0
5474,50,1,0-10000,8,3,1,14.0,0
5475,51,0,10001-40000,0,1,1,0.0,0
5476,22,0,10001-40000,0,2,0,61.0,0
5477,47,0,10001-40000,38,2,1,62.0,0
5478,56,0,10001-40000,0,1,0,6.0,0
5479,62,1,10001-40000,694,5,0,0.0,0
5480,42,1,10001-40000,0,4,0,7.0,0
5481,43,1,10001-40000,1593,4,0,33.0,0
5482,24,0,10001-40000,0,1,0,0.0,0
5483,25,1,60001-100000,425,3,1,0.0,0
5484,31,1,10001-40000,0,3,0,24.0,0
5485,47,1,100000+,325,4,0,0.0,0
5486,54,1,40001-60000,0,1,1,0.0,0
5487,38,0,10001-40000,84,1,0,0.0,0
5488,68,1,40001-60000,2524,4,0,1.0,0
5489,54,0,10001-40000,2316,1,1,31.0,0
5490,24,0,10001-40000,0,1,0,29.0,0
5491,38,1,100000+,0,2,0,0.0,0
5492,48,0,10001-40000,972,1,0,0.0,0
5493,57,1,60001-100000,0,4,0,25.0,0
5494,65,1,10001-40000,0,5,0,0.0,0
5495,35,1,10001-40000,141,1,0,4.0,0
5496,23,0,60001-100000,0,3,0,14.0,0
5497,34,0,10001-40000,0,2,0,0.0,0
5498,23,0,60001-100000,5,3,1,0.0,0
5499,29,0,10001-40000,0,1,0,30.0,0
5500,70,1,100000+,1647,1,1,32.0,0
5501,50,1,10001-40000,0,3,0,73.0,0
5502,69,1,100000+,0,4,1,0.0,0
5503,28,1,100000+,0,5,0,0.0,0
5504,59,0,10001-40000,0,5,0,40.0,0
5505,47,0,10001-40000,0,4,0,11.0,0
5506,56,1,10001-40000,0,5,1,0.0,0
5507,60,0,10001-40000,0,4,0,0.0,0
5508,36,1,10001-40000,0,4,1,7.0,0
5509,51,1,10001-40000,0,2,0,23.0,0
5510,38,1,10001-40000,962,5,0,26.0,0
5511,34,0,10001-40000,0,1,1,0.0,0
5512,63,1,100000+,0,3,0,0.0,0
5513,27,0,100000+,1058,1,0,53.0,0
5514,25,1,10001-40000,2082,3,0,31.0,0
5515,62,1,10001-40000,0,1,0,16.0,0
5516,45,0,10001-40000,0,5,0,19.0,0
5517,44,1,10001-40000,1818,5,0,35.0,0
5518,30,0,10001-40000,0,4,0,33.0,0
5519,54,1,0-10000,1742,5,0,0.0,0
5520,65,0,40001-60000,1081,4,1,13.0,0
5521,32,0,10001-40000,14,1,0,0.0,0
5522,59,1,100000+,356,4,0,16.0,0
5523,70,0,10001-40000,1102,2,1,17.0,0
5524,33,0,60001-100000,0,4,0,14.0,0
5525,38,0,60001-100000,849,4,0,3.0,0
5526,69,1,60001-100000,1087,3,1,0.0,0
5527,65,0,10001-40000,2093,1,1,7.0,0
5528,35,1,10001-40000,260,1,0,34.0,0
5529,21,0,10001-40000,37,1,1,0.0,0
5530,29,1,60001-100000,25,5,0,0.0,0
5531,46,1,100000+,0,1,0,25.0,0
5532,27,1,10001-40000,0,2,0,18.0,0
5533,51,0,10001-40000,0,2,1,39.0,0
5534,60,1,10001-40000,107,3,0,36.0,0
5535,58,1,10001-40000,0,3,0,25.0,0
5536,24,0,0-10000,2362,1,0,22.0,0
5537,51,0,100000+,237,2,0,12.0,0
5538,46,1,10001-40000,0,1,0,0.0,0
5539,24,0,10001-40000,8,5,0,0.0,0
5540,24,1,10001-40000,102,2,0,0.0,0
5541,48,0,10001-40000,0,2,0,9.0,0
5542,33,0,10001-40000,427,1,1,2.0,0
5543,41,1,10001-40000,0,1,0,54.0,0
5544,59,0,10001-40000,1067,2,1,50.0,0
5545,24,0,10001-40000,0,5,0,32.0,0
5546,68,0,40001-60000,1122,1,0,12.0,0
5547,39,1,10001-40000,0,4,0,8.0,0
5548,40,1,10001-40000,112,5,0,0.0,0
5549,57,1,10001-40000,0,4,1,1.0,0
5550,42,1,10001-40000,0,2,0,0.0,0
5551,51,1,40001-60000,66,4,0,5.0,0
5552,42,0,10001-40000,2106,4,0,0.0,0
5553,38,0,40001-60000,0,3,0,21.0,0
5554,42,1,10001-40000,0,3,0,23.0,0
5555,54,0,60001-100000,1134,2,0,38.0,0
5556,62,0,40001-60000,320,1,1,0.0,0
5557,32,0,10001-40000,42,5,1,0.0,0
5558,30,0,10001-40000,59,2,1,0.0,0
5559,31,0,10001-40000,0,4,1,59.0,0
5560,64,0,10001-40000,0,4,1,0.0,0
5561,31,1,10001-40000,897,5,0,39.0,0
5562,48,1,60001-100000,90,5,0,14.0,0
5563,61,0,0-10000,0,2,0,4.0,0
5564,28,0,10001-40000,0,4,1,0.0,0
5565,25,0,100000+,0,5,0,24.0,0
5566,50,0,100000+,320,4,0,3.0,0
5567,51,1,60001-100000,0,4,0,0.0,0
5568,24,0,40001-60000,1016,1,1,73.0,1
5569,39,0,100000+,0,2,1,27.0,0
5570,70,1,10001-40000,0,2,0,0.0,0
5571,70,1,10001-40000,0,2,0,23.0,0
5572,67,1,0-10000,402,2,0,93.0,0
5573,55,1,40001-60000,0,5,0,8.0,0
5574,22,0,40001-60000,1079,4,1,6.0,0
5575,46,1,40001-60000,366,5,0,10.0,0
5576,31,1,10001-40000,0,2,0,0.0,0
5577,29,0,10001-40000,21,1,0,0.0,0
5578,49,0,10001-40000,0,5,1,0.0,0
5579,44,1,60001-100000,1119,4,1,19.0,0
5580,24,0,10001-40000,0,5,0,2.0,0
5581,69,1,60001-100000,0,1,0,2.0,0
5582,43,0,40001-60000,51,1,1,9.0,0
5583,65,0,10001-40000,0,5,0,25.0,0
5584,44,1,10001-40000,150,2,0,15.0,0
5585,70,0,10001-40000,90,2,0,10.0,0
5586,54,0,10001-40000,2647,1,1,32.0,1
5587,55,0,10001-40000,2874,1,0,26.0,0
5588,39,0,100000+,0,4,1,0.0,0
5589,27,1,10001-40000,197,2,0,46.0,0
5590,64,1,60001-100000,241,1,0,0.0,0
5591,31,1,60001-100000,0,2,1,78.0,0
5592,52,0,10001-40000,299,2,0,23.0,0
5593,22,0,10001-40000,2233,4,0,38.0,0
5594,70,1,10001-40000,2442,2,1,36.0,1
5595,23,1,60001-100000,93,1,0,13.0,0
5596,57,1,40001-60000,0,5,0,2.0,0
5597,23,0,10001-40000,233,4,1,25.0,0
5598,49,1,10001-40000,407,1,0,16.0,0
5599,59,1,10001-40000,0,5,0,96.0,0
5600,23,0,40001-60000,0,3,1,0.0,0
5601,57,1,10001-40000,0,4,1,11.0,0
5602,32,1,10001-40000,0,4,0,32.0,0
5603,49,1,10001-40000,0,4,0,72.0,0
5604,50,1,60001-100000,245,1,1,16.0,0
5605,51,1,10001-40000,1135,4,1,26.0,0
5606,44,0,10001-40000,350,5,1,5.0,0
5607,62,0,10001-40000,163,2,1,0.0,0
5608,24,0,10001-40000,0,3,0,7.0,0
5609,23,1,60001-100000,17,3,0,74.0,0
5610,35,0,10001-40000,0,5,0,2.0,0
5611,31,0,60001-100000,0,1,0,0.0,0
5612,39,0,10001-40000,0,1,0,84.0,0
5613,52,0,100000+,116,4,0,36.0,0
5614,31,0,10001-40000,46,1,0,6.0,0
5615,36,1,40001-60000,0,2,0,0.0,0
5616,46,1,10001-40000,36,4,0,21.0,0
5617,55,0,10001-40000,1376,3,0,0.0,0
5618,24,1,10001-40000,578,1,0,96.0,0
5619,68,1,10001-40000,0,2,1,1.0,0
5620,34,0,100000+,74,2,0,27.0,0
5621,40,1,40001-60000,0,1,0,38.0,0
5622,40,0,10001-40000,318,2,0,37.0,0
5623,58,1,10001-40000,0,1,1,1.0,0
5624,23,1,60001-100000,100,5,0,0.0,0
5625,47,1,10001-40000,0,2,1,16.0,0
5626,28,0,40001-60000,0,4,0,37.0,0
5627,37,1,60001-100000,842,1,0,36.0,0
5628,63,1,10001-40000,0,2,0,90.0,0
5629,52,0,10001-40000,1992,1,0,32.0,0
5630,49,0,40001-60000,0,2,0,7.0,0
5631,50,1,10001-40000,56,5,0,38.0,0
5632,51,1,60001-100000,1477,3,0,44.0,0
5633,46,1,40001-60000,0,1,0,0.0,0
5634,64,1,40001-60000,0,2,0,7.0,0
5635,64,1,10001-40000,1161,5,0,47.0,0
5636,41,1,100000+,1786,3,0,0.0,0
5637,51,1,10001-40000,296,3,0,6.0,0
5638,27,0,100000+,0,2,0,0.0,0
5639,38,1,10001-40000,542,3,1,0.0,0
5640,66,1,100000+,0,3,0,3.0,0
5641,67,0,60001-100000,2410,5,0,11.0,0
5642,52,1,60001-100000,1409,3,1,0.0,0
5643,70,1,10001-40000,34,3,0,64.0,0
5644,21,0,10001-40000,0,4,0,0.0,0
5645,42,0,10001-40000,731,1,0,18.0,0
5646,33,0,40001-60000,1032,3,0,0.0,0
5647,20,1,100000+,0,2,1,5.0,0
5648,62,1,10001-40000,378,4,0,13.0,0
5649,59,0,40001-60000,0,4,1,9.0,0
5650,33,1,60001-100000,0,1,0,16.0,0
5651,47,0,100000+,86,3,1,30.0,0
5652,36,0,10001-40000,1058,1,1,0.0,0
5653,64,1,100000+,53,2,0,0.0,0
5654,52,1,60001-100000,50,4,0,97.0,0
5655,20,0,60001-100000,0,5,1,27.0,0
5656,41,1,10001-40000,2540,4,0,10.0,0
5657,20,0,10001-40000,263,4,0,0.0,0
5658,47,0,10001-40000,0,4,1,22.0,0
5659,61,1,10001-40000,0,3,1,33.0,0
5660,42,0,60001-100000,0,5,0,0.0,0
5661,64,1,10001-40000,0,1,0,11.0,0
5662,67,0,40001-60000,0,4,0,22.0,0
5663,65,0,40001-60000,2879,5,1,0.0,0
5664,59,0,10001-40000,1158,2,0,0.0,0
5665,48,1,100000+,0,2,0,35.0,0
5666,33,1,40001-60000,0,2,0,3.0,0
5667,63,0,100000+,0,2,0,19.0,0
5668,45,1,10001-40000,343,3,0,78.0,0
5669,23,1,0-10000,89,1,0,33.0,0
5670,43,1,40001-60000,0,5,1,17.0,0
5671,31,0,100000+,0,5,0,21.0,0
5672,37,1,10001-40000,380,1,0,0.0,0
5673,23,1,60001-100000,219,4,0,68.0,0
5674,46,0,10001-40000,0,1,0,0.0,0
5675,56,1,10001-40000,0,1,0,0.0,0
5676,20,1,10001-40000,0,2,1,11.0,0
5677,42,0,10001-40000,1636,5,0,19.0,0
5678,62,0,40001-60000,0,2,1,17.0,0
5679,31,0,60001-100000,62,5,0,66.0,0
5680,50,0,40001-60000,0,5,0,2.0,0
5681,43,1,10001-40000,4,1,0,0.0,0
5682,45,0,100000+,0,3,1,23.0,0
5683,32,1,60001-100000,26,1,0,37.0,0
5684,55,1,10001-40000,0,4,0,34.0,0
5685,60,0,10001-40000,32,4,0,0.0,0
5686,43,1,0-10000,1748,2,0,29.0,0
5687,37,0,10001-40000,1697,3,1,0.0,0
5688,63,1,10001-40000,0,4,0,32.0,0
5689,40,0,10001-40000,0,2,0,39.0,0
5690,69,1,0-10000,408,5,1,0.0,0
5691,70,0,40001-60000,1138,2,0,0.0,0
5692,28,1,40001-60000,0,4,0,0.0,0
5693,33,0,10001-40000,30,4,0,0.0,0
5694,66,1,60001-100000,0,2,1,16.0,0
5695,33,0,40001-60000,817,1,0,0.0,0
5696,68,1,10001-40000,356,4,0,99.0,0
5697,47,1,100000+,25,3,0,0.0,0
5698,31,0,40001-60000,545,4,0,21.0,0
5699,56,1,40001-60000,117,1,0,0.0,0
5700,39,0,10001-40000,231,1,0,3.0,0
5701,29,1,10001-40000,0,5,0,7.0,0
5702,21,1,100000+,407,3,1,0.0,0
5703,70,0,40001-60000,155,1,0,32.0,0
5704,26,0,100000+,191,4,0,65.0,0
5705,42,1,10001-40000,581,5,1,68.0,0
5706,49,0,10001-40000,16,2,1,73.0,0
5707,38,0,10001-40000,2224,3,1,26.0,0
5708,60,1,10001-40000,1279,4,0,17.0,0
5709,48,1,10001-40000,0,2,1,0.0,0
5710,40,1,10001-40000,715,2,1,2.0,0
5711,46,1,60001-100000,0,5,0,12.0,0
5712,65,1,10001-40000,0,2,1,17.0,0
5713,58,0,100000+,763,5,1,27.0,0
5714,26,1,10001-40000,232,5,0,13.0,0
5715,65,1,0-10000,1050,2,0,0.0,0
5716,37,1,10001-40000,204,5,0,0.0,0
5717,23,1,10001-40000,0,2,0,25.0,0
5718,21,1,100000+,0,3,0,58.0,0
5719,22,1,100000+,1257,3,0,50.0,0
5720,65,0,60001-100000,284,2,0,20.0,0
5721,62,0,40001-60000,206,5,1,0.0,0
5722,50,0,40001-60000,0,3,0,0.0,0
5723,26,0,10001-40000,42,5,0,34.0,0
5724,70,0,60001-100000,914,5,1,11.0,0
5725,57,0,40001-60000,39,4,0,72.0,0
5726,26,1,10001-40000,79,4,0,6.0,0
5727,49,1,10001-40000,1183,2,0,9.0,0
5728,57,1,10001-40000,17,1,0,2.0,0
5729,44,1,60001-100000,215,3,0,34.0,0
5730,54,0,60001-100000,819,2,0,7.0,0
5731,34,1,60001-100000,1120,3,0,72.0,0
5732,30,0,10001-40000,9,1,0,28.0,0
5733,36,0,60001-100000,0,1,0,7.0,0
5734,25,1,10001-40000,54,3,0,12.0,0
5735,30,1,10001-40000,0,1,0,36.0,0
5736,36,1,10001-40000,84,3,0,71.0,0
5737,70,1,60001-100000,346,5,0,98.0,0
5738,33,0,100000+,0,5,0,0.0,0
5739,57,1,10001-40000,85,1,0,64.0,0
5740,53,1,10001-40000,0,5,0,15.0,0
5741,32,0,10001-40000,0,4,1,1.0,0
5742,33,1,60001-100000,0,4,0,0.0,0
5743,37,1,100000+,0,5,0,1.0,0
5744,28,1,60001-100000,0,5,1,3.0,0
5745,31,0,40001-60000,1007,3,0,26.0,0
5746,49,0,10001-40000,699,1,1,0.0,0
5747,24,1,10001-40000,0,2,0,15.0,0
5748,60,0,60001-100000,0,1,0,3.0,0
5749,21,1,100000+,30,4,1,1.0,0
5750,21,1,10001-40000,1111,1,0,0.0,0
5751,30,0,10001-40000,2071,2,1,0.0,0
5752,58,0,10001-40000,34,1,0,25.0,0
5753,59,1,10001-40000,0,4,1,29.0,0
5754,47,1,60001-100000,0,1,1,54.0,0
5755,67,1,10001-40000,0,4,0,2.0,0
5756,23,0,10001-40000,1293,4,0,0.0,0
5757,45,0,10001-40000,273,4,1,35.0,0
5758,32,1,10001-40000,0,4,1,24.0,0
5759,37,1,100000+,89,5,0,8.0,0
5760,67,0,10001-40000,2598,1,0,0.0,0
5761,52,0,60001-100000,161,1,0,38.0,0
5762,25,1,10001-40000,0,3,0,0.0,0
5763,29,1,100000+,30,5,0,96.0,0
5764,27,1,10001-40000,0,3,0,0.0,0
5765,30,1,10001-40000,1062,3,0,11.0,0
5766,29,0,10001-40000,210,2,1,0.0,0
5767,23,0,10001-40000,0,1,0,64.0,0
5768,66,1,10001-40000,1213,3,1,0.0,0
5769,42,1,10001-40000,0,1,0,11.0,0
5770,65,0,10001-40000,1091,3,1,0.0,0
5771,60,1,10001-40000,2832,2,0,3.0,0
5772,44,1,10001-40000,0,5,0,0.0,0
5773,61,1,40001-60000,84,4,0,25.0,0
5774,25,0,10001-40000,0,3,1,23.0,0
5775,48,0,60001-100000,0,5,1,7.0,0
5776,32,0,0-10000,81,3,1,0.0,0
5777,54,0,10001-40000,0,4,0,9.0,0
5778,65,0,10001-40000,2704,4,0,0.0,0
5779,23,0,10001-40000,48,5,0,10.0,0
5780,51,1,10001-40000,1219,2,1,35.0,0
5781,50,1,10001-40000,1042,5,0,26.0,0
5782,50,0,60001-100000,370,5,1,3.0,0
5783,59,0,100000+,0,1,1,38.0,0
5784,21,1,10001-40000,14,2,0,3.0,0
5785,22,1,100000+,0,5,0,0.0,0
5786,50,0,40001-60000,0,4,0,0.0,0
5787,37,1,40001-60000,1223,3,0,2.0,0
5788,26,0,60001-100000,264,3,0,36.0,0
5789,43,0,100000+,0,2,0,1.0,0
5790,70,1,10001-40000,221,2,0,0.0,0
5791,44,1,10001-40000,0,1,0,0.0,0
5792,39,1,10001-40000,0,5,0,26.0,0
5793,70,0,100000+,0,3,0,74.0,0
5794,69,0,100000+,30,1,0,14.0,0
5795,41,0,10001-40000,336,1,0,22.0,0
5796,53,1,100000+,350,3,0,0.0,0
5797,37,1,100000+,227,3,0,22.0,0
5798,58,1,40001-60000,0,5,0,85.0,0
5799,52,0,10001-40000,240,4,0,11.0,0
5800,52,0,60001-100000,2910,3,0,29.0,0
5801,28,0,10001-40000,458,4,0,30.0,0
5802,22,0,10001-40000,0,5,0,0.0,0
5803,65,0,100000+,0,3,0,25.0,0
5804,36,0,60001-100000,0,2,0,16.0,0
5805,66,1,10001-40000,0,3,0,29.0,0
5806,25,1,40001-60000,55,4,0,34.0,0
5807,30,1,10001-40000,358,5,0,37.0,0
5808,28,0,40001-60000,297,3,0,32.0,0
5809,24,0,10001-40000,0,5,0,0.0,0
5810,67,1,0-10000,0,4,0,54.0,0
5811,35,0,10001-40000,228,4,1,15.0,0
5812,67,0,10001-40000,383,1,1,29.0,0
5813,40,0,100000+,235,1,0,12.0,0
5814,54,0,10001-40000,1340,1,0,25.0,0
5815,66,1,10001-40000,0,2,0,0.0,0
5816,23,0,40001-60000,155,4,0,0.0,0
5817,32,0,0-10000,31,4,0,38.0,0
5818,27,0,10001-40000,0,4,0,0.0,0
5819,64,1,60001-100000,58,1,0,33.0,0
5820,56,1,10001-40000,1772,2,0,36.0,0
5821,42,1,10001-40000,0,5,0,1.0,0
5822,44,1,10001-40000,952,5,1,16.0,0
5823,20,1,10001-40000,0,4,0,24.0,0
5824,28,0,10001-40000,0,1,0,3.0,0
5825,67,1,60001-100000,386,5,1,2.0,0
5826,36,0,40001-60000,0,1,0,0.0,0
5827,35,1,40001-60000,1607,1,0,0.0,0
5828,49,1,60001-100000,306,2,0,2.0,0
5829,70,1,40001-60000,2423,2,0,24.0,0
5830,30,0,10001-40000,184,3,1,23.0,0
5831,20,0,40001-60000,0,3,1,0.0,0
5832,36,0,10001-40000,679,5,0,46.0,0
5833,33,1,100000+,1826,3,0,0.0,0
5834,30,0,10001-40000,1638,2,0,0.0,0
5835,41,1,10001-40000,0,3,1,0.0,0
5836,30,0,10001-40000,2885,1,1,0.0,0
5837,60,1,0-10000,0,3,0,0.0,0
5838,52,1,10001-40000,43,3,0,0.0,0
5839,42,1,10001-40000,24,3,0,0.0,0
5840,58,0,10001-40000,1203,2,0,0.0,0
5841,30,1,10001-40000,0,1,1,0.0,0
5842,56,0,0-10000,0,2,0,0.0,0
5843,24,1,60001-100000,0,5,0,0.0,0
5844,52,0,10001-40000,251,4,0,36.0,0
5845,68,1,10001-40000,0,5,0,0.0,0
5846,28,1,60001-100000,0,1,0,0.0,0
5847,60,0,100000+,0,3,1,14.0,0
5848,58,0,10001-40000,0,2,0,18.0,0
5849,40,1,10001-40000,342,1,1,83.0,1
